Expected Output,Actual Output,File name,Parsed Json file,Status
disagree,disagree,multi\so9G32.aiff,so9-multi.json,PASSED
disapproval,dissaproval,multi\so9G33.aiff,so9-multi.json,FAILED
consume,consume,multi\so9G25.aiff,so9-multi.json,PASSED
coyote,coyote,multi\so9G27.aiff,so9-multi.json,PASSED
coronation,coronation,multi\so9G26.aiff,so9-multi.json,PASSED
dandelion,dandelion,multi\so9G28.aiff,so9-multi.json,PASSED
salamander,salamander,multi\so9G93.aiff,so9-multi.json,PASSED
serenade,serenade,multi\so9G95.aiff,so9-multi.json,PASSED
sarcastic,sarcastic,multi\so9G94.aiff,so9-multi.json,PASSED
anonymous,anonymous,multi\so9G9.aiff,so9-multi.json,PASSED
robin,robin,multi\so9G91.aiff,so9-multi.json,PASSED
readable,read a book,multi\so9G89.aiff,so9-multi.json,FAILED
recording,recording,multi\so9G90.aiff,so9-multi.json,PASSED
clarinet,clarinet,multi/we0G23.aiff,we0g-multi.json,PASSED
absent,absent,multi/we0G0.aiff,we0g-multi.json,PASSED
absentee,absentee,multi/we0G1.aiff,we0g-multi.json,PASSED
superhighway,super highway,multi/we0G100.aiff,we0g-multi.json,FAILED
deactivate,deactivate,multi/we0G29.aiff,we0g-multi.json,PASSED
accuser,accuser,multi/we0G3.aiff,we0g-multi.json,PASSED
cemetery,cemetery,multi/we0G21.aiff,we0g-multi.json,PASSED
constellation,constellation,multi/we0G24.aiff,we0g-multi.json,PASSED
feminism,feminism,multi/we0G1040.aiff,we0g-multi.json,PASSED
giant,giant,multi/we0G1045.aiff,we0g-multi.json,PASSED
tiger,tiger,multi/we0G104.aiff,we0g-multi.json,PASSED
teamster,teamster,multi/we0G103.aiff,we0g-multi.json,PASSED
tangerine,tangerine,multi/we0G102.aiff,we0g-multi.json,PASSED
sweeten,sweden,multi/we0G101.aiff,we0g-multi.json,FAILED
aquarium,aquarium,multi/we0G10.aiff,we0g-multi.json,PASSED
detrimental,detrimental,multi/we0G30.aiff,we0g-multi.json,PASSED
strengthen,strengthen,multi/we0G98.aiff,we0g-multi.json,PASSED
sarcastic,sarcastic,multi/we0G94.aiff,we0g-multi.json,PASSED
sterile,sterile,multi/we0G97.aiff,we0g-multi.json,PASSED
spider,spider,multi/we0G96.aiff,we0g-multi.json,PASSED
serenade,serenade,multi/we0G95.aiff,we0g-multi.json,PASSED
disagree,disagree,multi/we0G32.aiff,we0g-multi.json,PASSED
disapproval,dissaproval,multi/we0G33.aiff,we0g-multi.json,FAILED
evaporate,evaporate,multi/we0G37.aiff,we0g-multi.json,PASSED
hurricane,hurricane,multi/we0G49.aiff,we0g-multi.json,PASSED
alibi,alibi,multi/we0G5.aiff,we0g-multi.json,PASSED
incoherent,incoherent,multi/we0G50.aiff,we0g-multi.json,PASSED
influenza,influenza,multi/we0G51.aiff,we0g-multi.json,PASSED
iodine,iodine,multi/we0G53.aiff,we0g-multi.json,PASSED
kangeroo,kangaroo,multi/we0G54.aiff,we0g-multi.json,FAILED
museum,museum,multi/we0G65.aiff,we0g-multi.json,PASSED
kazoo,kazoo,multi/we0G55.aiff,we0g-multi.json,PASSED
insulate,insulate,multi/we0G52.aiff,we0g-multi.json,PASSED
liberator,liberator,multi/we0G57.aiff,we0g-multi.json,PASSED
lemonade,lemonade,multi/we0G56.aiff,we0g-multi.json,PASSED
bazooka,bazooka,multi/we0G15.aiff,we0g-multi.json,PASSED
bassinet,bassinet,multi/we0G14.aiff,we0g-multi.json,PASSED
axle,axle,multi/we0G13.aiff,we0g-multi.json,PASSED
athletic,athletic,multi/we0G12.aiff,we0g-multi.json,PASSED
bombard,bombard,multi/we0G17.aiff,we0g-multi.json,PASSED
caf,cafe,multi/we0G18.aiff,we0g-multi.json,FAILED
bikini,bikini,multi/we0G16.aiff,we0g-multi.json,PASSED
caterpillar,caterpillar,multi/we0G19.aiff,we0g-multi.json,PASSED
accelerate,accelerate,multi/we0G2.aiff,we0g-multi.json,PASSED
cauliflower,cauliflower,multi/we0G20.aiff,we0g-multi.json,PASSED
porcupine,porcupine,multi/we0G81.aiff,we0g-multi.json,PASSED
mighty,mighty,multi/we0G63.aiff,we0g-multi.json,PASSED
mispronounce,miss pronounce,multi/we0G64.aiff,we0g-multi.json,FAILED
mascara,mascara,multi/we0G62.aiff,we0g-multi.json,PASSED
photographic,photographic,multi/we0G78.aiff,we0g-multi.json,PASSED
pastel,pastel,multi/we0G76.aiff,we0g-multi.json,PASSED
poisoner,poisoner,multi/we0G79.aiff,we0g-multi.json,PASSED
peninsula,peninsula,multi/we0G77.aiff,we0g-multi.json,PASSED
salamander,salamander,multi/we0G93.aiff,we0g-multi.json,PASSED
robin,robin,multi/we0G91.aiff,we0g-multi.json,PASSED
anonymous,anonymous,multi/we0G9.aiff,we0g-multi.json,PASSED
recording,recording,multi/we0G90.aiff,we0g-multi.json,PASSED
readable,readable,multi/we0G89.aiff,we0g-multi.json,PASSED
procrastinate,procrastinate,multi/we0G86.aiff,we0g-multi.json,PASSED
proclaim,proclaim,multi/we0G85.aiff,we0g-multi.json,PASSED
prolong,prolong,multi/we0G87.aiff,we0g-multi.json,PASSED
qualify,qualify,multi/we0G88.aiff,we0g-multi.json,PASSED
paranoia,paranoia,multi/we0G75.aiff,we0g-multi.json,PASSED
paragraph,paragraph,multi/we0G74.aiff,we0g-multi.json,PASSED
obtain,obtain,multi/we0G69.aiff,we0g-multi.json,PASSED
obedient,obedient,multi/we0G67.aiff,we0g-multi.json,PASSED
alligator,alligator,multi/we0G7.aiff,we0g-multi.json,PASSED
obsession,obsession,multi/we0G68.aiff,we0g-multi.json,PASSED
opportune,opportun,multi/we0G70.aiff,we0g-multi.json,FAILED
outshine,outshine,multi/we0G73.aiff,we0g-multi.json,PASSED
optimism,optimism,multi/we0G71.aiff,we0g-multi.json,PASSED
outdoors,outdoors,multi/we0G72.aiff,we0g-multi.json,PASSED
tiger,tiger,multi/we0G1104.aiff,we0g-multi.json,PASSED
victorious,victorious,multi/we0G111.aiff,we0g-multi.json,PASSED
tomato,tomato,multi/we0G105.aiff,we0g-multi.json,PASSED
trombone,trombone,multi/we0G106.aiff,we0g-multi.json,PASSED
unadvised,advised,multi/we0G107.aiff,we0g-multi.json,FAILED
outshine,outshine,multi/we0G1073.aiff,we0g-multi.json,PASSED
armadillo,armadillo,multi/we0G11.aiff,we0g-multi.json,PASSED
unclean,unclean,multi/we0G109.aiff,we0g-multi.json,PASSED
underrate,under rate,multi/we0G110.aiff,we0g-multi.json,FAILED
circumstance,circumstance,multi/we0G22.aiff,we0g-multi.json,PASSED
consume,consume,multi/we0G25.aiff,we0g-multi.json,PASSED
coronation,coronation,multi/we0G26.aiff,we0g-multi.json,PASSED
coyote,coyote,multi/we0G27.aiff,we0g-multi.json,PASSED
dandelion,dandelion,multi/we0G28.aiff,we0g-multi.json,PASSED
subdivide,subdivide,multi/we0G99.aiff,we0g-multi.json,PASSED
unbroken,unbroken,multi/we0G108.aiff,we0g-multi.json,PASSED
adapt,adapt,multi/we0G4.aiff,we0g-multi.json,PASSED
functionary,functionary,multi/we0G42.aiff,we0g-multi.json,PASSED
feminism,feminist feminism,multi/we0G40.aiff,we0g-multi.json,FAILED
generalize,generalize,multi/we0G44.aiff,we0g-multi.json,PASSED
guitar,guitar,multi/we0G46.aiff,we0g-multi.json,PASSED
giant,giant,multi/we0G45.aiff,we0g-multi.json,PASSED
gallop,gallop,multi/we0G43.aiff,we0g-multi.json,PASSED
helicopter,helicopter,multi/we0G48.aiff,we0g-multi.json,PASSED
happily,happily,multi/we0G47.aiff,we0g-multi.json,PASSED
diabetes,diabetes,multi/we0G31.aiff,we0g-multi.json,PASSED
exterior,exterior,multi/we0G38.aiff,we0g-multi.json,PASSED
feminine,synonym,multi/we0G39.aiff,we0g-multi.json,FAILED
earthy,rc,multi/we0G35.aiff,we0g-multi.json,FAILED
equalizer,equalizer,multi/we0G36.aiff,we0g-multi.json,PASSED
discourteous,discordious,multi/we0G34.aiff,we0g-multi.json,FAILED
nectarine,nectarine,multi/we0G66.aiff,we0g-multi.json,PASSED
alien,alien,multi/we0G6.aiff,we0g-multi.json,PASSED
porcelain,porcelain,multi/we0G80.aiff,we0g-multi.json,PASSED
amphibian,amphibian,multi/we0G8.aiff,we0g-multi.json,PASSED
potassium,potassium,multi/we0G82.aiff,we0g-multi.json,PASSED
preferably,preferably,multi/we0G84.aiff,we0g-multi.json,PASSED
precipitate,precipitate,multi/we0G83.aiff,we0g-multi.json,PASSED
rodeo,rodeo,multi/we0G92.aiff,we0g-multi.json,PASSED
malfunction,malfunction,multi/we0G59.aiff,we0g-multi.json,PASSED
macaroni,macaroni,multi/we0G58.aiff,we0g-multi.json,PASSED
manufacture,manufacture,multi/we0G60.aiff,we0g-multi.json,PASSED
martini,martini,multi/we0G61.aiff,we0g-multi.json,PASSED
loyal,oil,cvc/we2B42.aiff,we2b-cvc.json,FAILED
coal,cole,cvc/we2B9.aiff,we2b-cvc.json,FAILED
caught,caught,cvc/we2B8.aiff,we2b-cvc.json,PASSED
wet,what,cvc/we2B73.aiff,we2b-cvc.json,FAILED
wall,wall,cvc/we2B72.aiff,we2b-cvc.json,PASSED
wool,wool,cvc/we2B74.aiff,we2b-cvc.json,PASSED
wrong,wrong,cvc/we2B75.aiff,we2b-cvc.json,PASSED
lull,low,cvc/we2B44.aiff,we2b-cvc.json,FAILED
luck,luck,cvc/we2B43.aiff,we2b-cvc.json,PASSED
keep,keep,cvc/we2B38.aiff,we2b-cvc.json,PASSED
hill,hill,cvc/we2B36.aiff,we2b-cvc.json,PASSED
home,home,cvc/we2B37.aiff,we2b-cvc.json,PASSED
lit,lit,cvc/we2B39.aiff,we2b-cvc.json,PASSED
loud,loud,cvc/we2B40.aiff,we2b-cvc.json,PASSED
love,love,cvc/we2B41.aiff,we2b-cvc.json,PASSED
bite,bite,cvc/we2B1.aiff,we2b-cvc.json,PASSED
cough,cough,cvc/we2B15.aiff,we2b-cvc.json,PASSED
cot,cot,cvc/we2B14.aiff,we2b-cvc.json,PASSED
con,call,cvc/we2B12.aiff,we2b-cvc.json,FAILED
cool,cool,cvc/we2B13.aiff,we2b-cvc.json,PASSED
head,head,cvc/we2B34.aiff,we2b-cvc.json,PASSED
heal,heal,cvc/we2B35.aiff,we2b-cvc.json,PASSED
fool,cool,cvc/we2B28.aiff,we2b-cvc.json,FAILED
foul,foul,cvc/we2B29.aiff,we2b-cvc.json,PASSED
fire,fire,cvc/we2B27.aiff,we2b-cvc.json,PASSED
boil,oil,cvc/we2B3.aiff,we2b-cvc.json,FAILED
guide,guide,cvc/we2B33.aiff,we2b-cvc.json,PASSED
good,good,cvc/we2B32.aiff,we2b-cvc.json,PASSED
full,full,cvc/we2B30.aiff,we2b-cvc.json,PASSED
gap,gap,cvc/we2B31.aiff,we2b-cvc.json,PASSED
doll,doll,cvc/we2B20.aiff,we2b-cvc.json,PASSED
dime,time,cvc/we2B18.aiff,we2b-cvc.json,FAILED
boat,boat,cvc/we2B2.aiff,we2b-cvc.json,PASSED
dock,dock,cvc/we2B19.aiff,we2b-cvc.json,PASSED
fell,cell,cvc/we2B26.aiff,we2b-cvc.json,FAILED
feed,feed,cvc/we2B25.aiff,we2b-cvc.json,PASSED
fail,phil,cvc/we2B24.aiff,we2b-cvc.json,FAILED
fade,fade,cvc/we2B23.aiff,we2b-cvc.json,PASSED
doubt,doubt,cvc/we2B21.aiff,we2b-cvc.json,PASSED
dull,null,cvc/we2B22.aiff,we2b-cvc.json,FAILED
meal,meal,cvc/we2B48.aiff,we2b-cvc.json,PASSED
lung,long,cvc/we2B45.aiff,we2b-cvc.json,FAILED
main,maine,cvc/we2B46.aiff,we2b-cvc.json,FAILED
math,math,cvc/we2B47.aiff,we2b-cvc.json,PASSED
pal,pal,cvc/we2B52.aiff,we2b-cvc.json,PASSED
pen,10,cvc/we2B53.aiff,we2b-cvc.json,FAILED
mile,mile,cvc/we2B49.aiff,we2b-cvc.json,PASSED
mob,mob,cvc/we2B51.aiff,we2b-cvc.json,PASSED
mill,mill,cvc/we2B50.aiff,we2b-cvc.json,PASSED
cab,cab,cvc/we2B5.aiff,we2b-cvc.json,PASSED
sour,sour,cvc/we2B62.aiff,we2b-cvc.json,PASSED
sell,cell,cvc/we2B61.aiff,we2b-cvc.json,FAILED
rip,rip,cvc/we2B59.aiff,we2b-cvc.json,PASSED
sail,cell,cvc/we2B60.aiff,we2b-cvc.json,FAILED
calm,call,cvc/we2B6.aiff,we2b-cvc.json,FAILED
rice,rice,cvc/we2B58.aiff,we2b-cvc.json,PASSED
poke,poke,cvc/we2B55.aiff,we2b-cvc.json,PASSED
pool,pool,cvc/we2B56.aiff,we2b-cvc.json,PASSED
pull,pole,cvc/we2B57.aiff,we2b-cvc.json,FAILED
pin,pin,cvc/we2B54.aiff,we2b-cvc.json,PASSED
towel,null,cvc/we2B66.aiff,we2b-cvc.json,FAILED
tool,tool,cvc/we2B65.aiff,we2b-cvc.json,PASSED
south,south,cvc/we2B63.aiff,we2b-cvc.json,PASSED
tape,tape,cvc/we2B64.aiff,we2b-cvc.json,PASSED
bull,bull,cvc/we2B4.aiff,we2b-cvc.json,PASSED
dig,dig,cvc/we2B17.aiff,we2b-cvc.json,PASSED
death,death,cvc/we2B16.aiff,we2b-cvc.json,PASSED
bean,bean,cvc/we2B0.aiff,we2b-cvc.json,PASSED
code,code,cvc/we2B10.aiff,we2b-cvc.json,PASSED
coin,coin,cvc/we2B11.aiff,we2b-cvc.json,PASSED
void,void,cvc/we2B70.aiff,we2b-cvc.json,PASSED
walk,walk,cvc/we2B71.aiff,we2b-cvc.json,PASSED
town,lbs,cvc/we2B67.aiff,we2b-cvc.json,FAILED
tube,tube,cvc/we2B68.aiff,we2b-cvc.json,PASSED
can,cam,cvc/we2B7.aiff,we2b-cvc.json,FAILED
voice,voice,cvc/we2B69.aiff,we2b-cvc.json,PASSED
gap,gap,cvc/we3B31.aiff,we3b-cvc.json,PASSED
lull,low,cvc/we3B44.aiff,we3b-cvc.json,FAILED
head,head,cvc/we3B34.aiff,we3b-cvc.json,PASSED
guide,guide,cvc/we3B33.aiff,we3b-cvc.json,PASSED
fell,phil,cvc/we3B26.aiff,we3b-cvc.json,FAILED
fire,fire,cvc/we3B27.aiff,we3b-cvc.json,PASSED
foul,foul,cvc/we3B29.aiff,we3b-cvc.json,PASSED
fool,fool,cvc/we3B28.aiff,we3b-cvc.json,PASSED
boil,boil,cvc/we3B3.aiff,we3b-cvc.json,PASSED
cool,cool,cvc/we3B13.aiff,we3b-cvc.json,PASSED
bite,bite,cvc/we3B1.aiff,we3b-cvc.json,PASSED
code,code,cvc/we3B10.aiff,we3b-cvc.json,PASSED
bean,bean,cvc/we3B0.aiff,we3b-cvc.json,PASSED
lit,lit,cvc/we3B1039.aiff,we3b-cvc.json,PASSED
can,can,cvc/we3B7.aiff,we3b-cvc.json,PASSED
void,void,cvc/we3B70.aiff,we3b-cvc.json,PASSED
luck,luck,cvc/we3B43.aiff,we3b-cvc.json,PASSED
heal,heal,cvc/we3B35.aiff,we3b-cvc.json,PASSED
hill,hill,cvc/we3B36.aiff,we3b-cvc.json,PASSED
keep,keep,cvc/we3B38.aiff,we3b-cvc.json,PASSED
home,home,cvc/we3B37.aiff,we3b-cvc.json,PASSED
loud,loud,cvc/we3B40.aiff,we3b-cvc.json,PASSED
bull,bull,cvc/we3B4.aiff,we3b-cvc.json,PASSED
love,love,cvc/we3B41.aiff,we3b-cvc.json,PASSED
lit,null,cvc/we3B39.aiff,we3b-cvc.json,FAILED
cough,cough,cvc/we3B15.aiff,we3b-cvc.json,PASSED
death,death,cvc/we3B16.aiff,we3b-cvc.json,PASSED
coin,coin,cvc/we3B11.aiff,we3b-cvc.json,PASSED
con,khan,cvc/we3B12.aiff,we3b-cvc.json,FAILED
cot,cot,cvc/we3B14.aiff,we3b-cvc.json,PASSED
towel,towel,cvc/we3B66.aiff,we3b-cvc.json,PASSED
tube,tube,cvc/we3B68.aiff,we3b-cvc.json,PASSED
voice,voice,cvc/we3B69.aiff,we3b-cvc.json,PASSED
town,town,cvc/we3B67.aiff,we3b-cvc.json,PASSED
south,south,cvc/we3B63.aiff,we3b-cvc.json,PASSED
tool,tool,cvc/we3B65.aiff,we3b-cvc.json,PASSED
tape,tape,cvc/we3B64.aiff,we3b-cvc.json,PASSED
sour,sour,cvc/we3B62.aiff,we3b-cvc.json,PASSED
wrong,wrong,cvc/we3B75.aiff,we3b-cvc.json,PASSED
pull,null,cvc/we3B57.aiff,we3b-cvc.json,FAILED
rice,rice,cvc/we3B58.aiff,we3b-cvc.json,PASSED
rip,rip,cvc/we3B59.aiff,we3b-cvc.json,PASSED
calm,calm,cvc/we3B6.aiff,we3b-cvc.json,PASSED
sail,sale,cvc/we3B60.aiff,we3b-cvc.json,FAILED
sell,cell,cvc/we3B61.aiff,we3b-cvc.json,FAILED
doubt,doubt,cvc/we3B21.aiff,we3b-cvc.json,PASSED
pin,pin,cvc/we3B54.aiff,we3b-cvc.json,PASSED
pen,pen,cvc/we3B53.aiff,we3b-cvc.json,PASSED
poke,poke,cvc/we3B55.aiff,we3b-cvc.json,PASSED
pool,pool,cvc/we3B56.aiff,we3b-cvc.json,PASSED
feed,feed,cvc/we3B25.aiff,we3b-cvc.json,PASSED
fail,fail,cvc/we3B24.aiff,we3b-cvc.json,PASSED
doll,doll,cvc/we3B20.aiff,we3b-cvc.json,PASSED
good,good,cvc/we3B32.aiff,we3b-cvc.json,PASSED
full,full,cvc/we3B30.aiff,we3b-cvc.json,PASSED
mob,mob,cvc/we3B51.aiff,we3b-cvc.json,PASSED
pal,pal,cvc/we3B52.aiff,we3b-cvc.json,PASSED
lung,long,cvc/we3B45.aiff,we3b-cvc.json,FAILED
main,maine,cvc/we3B46.aiff,we3b-cvc.json,FAILED
wall,wall,cvc/we3B72.aiff,we3b-cvc.json,PASSED
walk,walk,cvc/we3B71.aiff,we3b-cvc.json,PASSED
wet,quit,cvc/we3B73.aiff,we3b-cvc.json,FAILED
wool,wool,cvc/we3B74.aiff,we3b-cvc.json,PASSED
caught,cot,cvc/we3B8.aiff,we3b-cvc.json,FAILED
coal,cole,cvc/we3B9.aiff,we3b-cvc.json,FAILED
fade,fade,cvc/we3B23.aiff,we3b-cvc.json,PASSED
dull,null,cvc/we3B22.aiff,we3b-cvc.json,FAILED
boat,boat,cvc/we3B2.aiff,we3b-cvc.json,PASSED
dime,dime,cvc/we3B18.aiff,we3b-cvc.json,PASSED
dig,dig,cvc/we3B17.aiff,we3b-cvc.json,PASSED
dock,dock,cvc/we3B19.aiff,we3b-cvc.json,PASSED
math,math,cvc/we3B47.aiff,we3b-cvc.json,PASSED
cab,cab,cvc/we3B5.aiff,we3b-cvc.json,PASSED
mill,no,cvc/we3B50.aiff,we3b-cvc.json,FAILED
mile,mile,cvc/we3B49.aiff,we3b-cvc.json,PASSED
meal,neil,cvc/we3B48.aiff,we3b-cvc.json,FAILED
loyal,loyal,cvc/we3B42.aiff,we3b-cvc.json,PASSED
caterpillar,caterpillar,we7G19.aiff,we7G-multi.json,PASSED
cafÂŽ,cafe,we7G18.aiff,we7G-multi.json,FAILED
bikini,bikini,we7G16.aiff,we7G-multi.json,PASSED
bombard,bard,we7G17.aiff,we7G-multi.json,FAILED
bazooka,bazooka,we7G15.aiff,we7G-multi.json,PASSED
bassinet,bassinet,we7G14.aiff,we7G-multi.json,PASSED
axle,axle,we7G13.aiff,we7G-multi.json,PASSED
armadillo,armadillo,we7G11.aiff,we7G-multi.json,PASSED
aquarium,aquarium,we7G10.aiff,we7G-multi.json,PASSED
athletic,athletic,we7G12.aiff,we7G-multi.json,PASSED
discourteous,purchase,we7G1034.aiff,we7G-multi.json,FAILED
procrastinate,procrastinate,we7G1086.aiff,we7G-multi.json,PASSED
discourteous,discordious,we7G2034.aiff,we7G-multi.json,FAILED
coyote,coyote,we7G1027.aiff,we7G-multi.json,PASSED
underrate,under 8,we7G110.aiff,we7G-multi.json,FAILED
disagree,disagree,we7G32.aiff,we7G-multi.json,PASSED
disapproval,dissaproval,we7G33.aiff,we7G-multi.json,FAILED
discourteous,discourse,we7G34.aiff,we7G-multi.json,FAILED
equalizer,equalizer,we7G36.aiff,we7G-multi.json,PASSED
earthy,earthy,we7G35.aiff,we7G-multi.json,PASSED
evaporate,evaporate,we7G37.aiff,we7G-multi.json,PASSED
qualify,qualify,we7G88.aiff,we7G-multi.json,PASSED
readable,read a book,we7G89.aiff,we7G-multi.json,FAILED
prolong,prolong,we7G87.aiff,we7G-multi.json,PASSED
procrastinate,procrastinate,we7G86.aiff,we7G-multi.json,PASSED
poisoner,poisoner,we7G79.aiff,we7G-multi.json,PASSED
photographic,photographic,we7G78.aiff,we7G-multi.json,PASSED
optimism,optimism,we7G71.aiff,we7G-multi.json,PASSED
opportune,opportun,we7G70.aiff,we7G-multi.json,FAILED
outshine,outshine,we7G73.aiff,we7G-multi.json,PASSED
circumstance,circumstance,we7G22.aiff,we7G-multi.json,PASSED
outdoors,outdoors,we7G72.aiff,we7G-multi.json,PASSED
peninsula,peninsula,we7G77.aiff,we7G-multi.json,PASSED
paragraph,paragraph,we7G74.aiff,we7G-multi.json,PASSED
pastel,pastel,we7G76.aiff,we7G-multi.json,PASSED
paranoia,paranoia,we7G75.aiff,we7G-multi.json,PASSED
deactivate,deactivate,we7G29.aiff,we7G-multi.json,PASSED
dandelion,dandelion,we7G28.aiff,we7G-multi.json,PASSED
coronation,carnation,we7G26.aiff,we7G-multi.json,FAILED
helicopter,helicopter,we7G48.aiff,we7G-multi.json,PASSED
hurricane,hurricane,we7G49.aiff,we7G-multi.json,PASSED
gallop,gallop,we7G43.aiff,we7G-multi.json,PASSED
feminism,feminism,we7G40.aiff,we7G-multi.json,PASSED
functionary,functionary,we7G42.aiff,we7G-multi.json,PASSED
forecast,forecast,we7G41.aiff,we7G-multi.json,PASSED
giant,giant,we7G45.aiff,we7G-multi.json,PASSED
guitar,guitar,we7G46.aiff,we7G-multi.json,PASSED
happily,happily,we7G47.aiff,we7G-multi.json,PASSED
generalize,general eyes,we7G44.aiff,we7G-multi.json,FAILED
obsession,obsession,we7G68.aiff,we7G-multi.json,PASSED
obtain,obtain,we7G69.aiff,we7G-multi.json,PASSED
mascara,mascara,we7G62.aiff,we7G-multi.json,PASSED
unbroken,unbroken,we7G108.aiff,we7G-multi.json,PASSED
unclean,unclean clean,we7G109.aiff,we7G-multi.json,FAILED
tomato,tomato,we7G105.aiff,we7G-multi.json,PASSED
trombone,trombone,we7G106.aiff,we7G-multi.json,PASSED
unadvised,advice,we7G107.aiff,we7G-multi.json,FAILED
tiger,tiger,we7G104.aiff,we7G-multi.json,PASSED
tangerine,tangerine,we7G102.aiff,we7G-multi.json,PASSED
manufacture,manufacture,we7G60.aiff,we7G-multi.json,PASSED
martini,bikini,we7G61.aiff,we7G-multi.json,FAILED
mighty,mighty,we7G63.aiff,we7G-multi.json,PASSED
museum,museum,we7G65.aiff,we7G-multi.json,PASSED
mispronounce,miss pronounce,we7G64.aiff,we7G-multi.json,FAILED
nectarine,nectarine,we7G66.aiff,we7G-multi.json,PASSED
obedient,obedience,we7G67.aiff,we7G-multi.json,FAILED
subdivide,subdivide,we7G99.aiff,we7G-multi.json,PASSED
strengthen,strengthen,we7G98.aiff,we7G-multi.json,PASSED
recording,recording,we7G90.aiff,we7G-multi.json,PASSED
rodeo,rodeo,we7G92.aiff,we7G-multi.json,PASSED
robin,robin,we7G91.aiff,we7G-multi.json,PASSED
salamander,salamander,we7G93.aiff,we7G-multi.json,PASSED
amphibian,amphibian,we7G8.aiff,we7G-multi.json,PASSED
superhighway,super highway,we7G100.aiff,we7G-multi.json,FAILED
teamster,teamster,we7G103.aiff,we7G-multi.json,PASSED
sweeten,sweden,we7G101.aiff,we7G-multi.json,FAILED
spider,spider,we7G96.aiff,we7G-multi.json,PASSED
sarcastic,sarcastic,we7G94.aiff,we7G-multi.json,PASSED
serenade,serenade,we7G95.aiff,we7G-multi.json,PASSED
sterile,sterile,we7G97.aiff,we7G-multi.json,PASSED
anonymous,anonymous,we7G9.aiff,we7G-multi.json,PASSED
accuser,accuser,we7G3.aiff,we7G-multi.json,PASSED
accelerate,accelerate,we7G2.aiff,we7G-multi.json,PASSED
absent,absent,we7G0.aiff,we7G-multi.json,PASSED
absentee,absentee,we7G1.aiff,we7G-multi.json,PASSED
alien,alien,we7G6.aiff,we7G-multi.json,PASSED
alibi,alibi,we7G5.aiff,we7G-multi.json,PASSED
alligator,alligator,we7G7.aiff,we7G-multi.json,PASSED
adapt,adapt,we7G4.aiff,we7G-multi.json,PASSED
macaroni,macaroni,we7G58.aiff,we7G-multi.json,PASSED
malfunction,malfunction,we7G59.aiff,we7G-multi.json,PASSED
lemonade,lemonade,we7G56.aiff,we7G-multi.json,PASSED
alligator,alligator,we7G1007.aiff,we7G-multi.json,PASSED
victorious,victorious,we7G111.aiff,we7G-multi.json,PASSED
exterior,exterior,we7G38.aiff,we7G-multi.json,PASSED
feminine,feminine,we7G39.aiff,we7G-multi.json,PASSED
diabetes,diabetes,we7G31.aiff,we7G-multi.json,PASSED
detrimental,instrumental,we7G30.aiff,we7G-multi.json,FAILED
precipitate,precipitate,we7G83.aiff,we7G-multi.json,PASSED
porcelain,porcelain,we7G80.aiff,we7G-multi.json,PASSED
potassium,potassium,we7G82.aiff,we7G-multi.json,PASSED
porcupine,porcupine,we7G81.aiff,we7G-multi.json,PASSED
preferably,preferably,we7G84.aiff,we7G-multi.json,PASSED
proclaim,proclaim,we7G85.aiff,we7G-multi.json,PASSED
kangeroo,kangaroo,we7G54.aiff,we7G-multi.json,FAILED
kazoo,kazoo,we7G55.aiff,we7G-multi.json,PASSED
liberator,liberator,we7G57.aiff,we7G-multi.json,PASSED
cemetery,cemetery,we7G21.aiff,we7G-multi.json,PASSED
cauliflower,cauliflower,we7G20.aiff,we7G-multi.json,PASSED
clarinet,clarinet,we7G23.aiff,we7G-multi.json,PASSED
consume,consume,we7G25.aiff,we7G-multi.json,PASSED
coyote,coyote,we7G27.aiff,we7G-multi.json,PASSED
constellation,constellation,we7G24.aiff,we7G-multi.json,PASSED
incoherent,incoherence,we7G50.aiff,we7G-multi.json,FAILED
influenza,influenza,we7G51.aiff,we7G-multi.json,PASSED
insulate,insulate,we7G52.aiff,we7G-multi.json,PASSED
iodine,iodine,we7G53.aiff,we7G-multi.json,PASSED
